groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05305     0.05183     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.720     4.9000e+10      10.00       5.08       5.560       3.417     NA    NA      0.667       0.943      51.663      51.663      0.0072     .4638e-13       1.376     14.664     14.580     14.888     .2606e+10      .1758e+10       2.297     18.13    16.369    15.621    15.283    14.985    
0.05305     0.05160     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.999     2.3200e+10       1.12       0.86       6.853       9.352       3.927       5.760       2.885       4.534      79.850      82.672      3.8044     .6398e-10       1.645     14.604     14.291     14.356     .4991e+09      .2094e+10       0.641     19.446    17.195    16.435    15.971    15.623    
0.05305     0.05317     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.069     3.0800e+10       3.11       2.37       5.231       4.729     NA    NA      2.864       1.210      51.611      50.796      0.0194     .2853e-13       1.244     15.472     15.354     15.972     .7334e+10      .9122e+09       1.028     18.919    17.134    16.395    16.049    15.852    
0.05305     0.05357     0.785     308.3     2.2918e+11      11     5.7957e+13      1.438     0.000     4.0000e+11       6.52       4.84      14.111      10.915     NA    NA      3.872       4.667      49.724      47.696      0.0025     .0000e-14       1.374     13.234     13.008     13.267     .0498e+11      .5123e+10       2.078     17.077    15.067    14.314    13.924    13.689    
0.05106     0.05101     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     2.145     6.0800e+09       3.04       4.01       3.389       3.107     NA    NA    NA    NA    NA    NA     0.0109     .7841e-12       1.082     16.140     16.927     NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.05027     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     2.291     1.7600e+09       1.57       1.77       4.926       6.477     NA    NA      2.835       2.909      36.857      44.008      0.0253     .4357e-11       0.003     18.026     NA    15.457     .2448e+08      .3640e+08       0.060     NA    NA    NA    NA    NA    
0.05106     0.05070     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.402     6.2100e+10       5.46       5.27       5.360       6.056     NA    NA    NA    NA    NA    NA     0.0224     .6006e-13       1.232     14.083     13.849     14.058     NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.05013     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.456     3.3800e+09       2.11       1.78       3.420       3.493     NA    NA      1.832       1.453      42.638      42.638      0.0001     .0000e-14       0.944     16.725     17.079     15.981     .6149e+09      .4874e+09      NA    NA    NA    NA    NA    NA    
0.05106     0.05099     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.095     8.1400e+08       1.00       0.88       3.862       4.225       2.309       2.648     -98.000     -98.000     -98.000     -98.000      4.2498     .2209e-09       0.963     15.696     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.05084     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.745     2.4300e+10       2.55       2.21       4.323       4.465     NA    NA      2.287       3.139      31.753      31.753      1.0072     .1450e-11       1.100     14.308     14.339     14.349     .6643e+10      .9604e+09       0.762     NA    NA    NA    NA    NA    
0.05106     0.04972     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.433     4.1100e+09       1.91       2.02       1.563       1.635     NA    NA      0.710       0.644      60.053      59.700      0.0007     .6588e-13       1.157     16.485     15.936     16.419     .4106e+09      .2417e+09      NA    NA    NA    NA    NA    NA    
0.05106     0.05130     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.758     1.8000e+10       3.05       3.83       4.630       7.475     NA    NA      0.807       0.563      76.445      76.445      0.2154     .1965e-11       1.116     14.921     14.872     15.163     .1956e+10      .1908e+09      NA    NA    NA    NA    NA    NA    
0.05106     0.05061     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.454     1.0300e+10       1.37       1.35       2.760       3.132       1.486       1.698     -98.000     NA    -98.000     NA     0.1722     .6722e-11       1.312     16.178     15.368     15.512     NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.05138     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.000     8.6000e+10       2.87       2.48       7.678       7.934     NA    NA      3.927       4.169      70.811      71.781      0.1399     .6262e-12       1.294     14.076     14.212     14.120     .7014e+10      .1177e+10      NA    NA    NA    NA    NA    NA    
0.05106     0.05180     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.472     2.9500e+08       0.65       0.43       2.974       2.977       2.016       2.107       0.536       2.774      50.209      58.554      0.2964     .0048e-09       0.386     18.108     17.000     16.860     NA    .3480e+07       0.589     NA    NA    NA    NA    NA    
0.05106     0.05183     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.812     1.1700e+09     NA      1.38     NA     13.658     NA    NA    NA    NA    NA    NA     0.0104     .8812e-12       0.081     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.04929     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     0.836     9.4100e+08       0.99       0.84       2.296       2.491       1.385       1.556       1.743       1.940      44.401      46.418      0.7671     .1520e-10       0.505     16.327     16.994     NA    NA    .9024e+08       0.546     NA    NA    NA    NA    NA    
0.05106     0.05229     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     2.132     2.7606e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05106     0.05249     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.973     6.4600e+08       1.55       1.11       5.082       3.715       2.335       2.153     NA    NA    NA    NA     0.0935     .4471e-10       0.270     17.641     NA    16.615     NA    NA     0.112     NA    NA    NA    NA    NA    
0.05106     0.05251     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     2.184     2.0400e+10       1.52       1.04       4.325       4.899       2.179       2.886       1.205       1.660      69.078      69.078      1.5039     .3720e-11       1.083     14.989     14.640     15.062     .1470e+10      .2182e+10       1.149     NA    NA    NA    NA    NA    
0.05106     0.05174     0.705     275.5     1.8282e+11      17     4.1771e+13      1.449     1.216     5.5500e+08       1.39       1.14       1.697       1.617     NA    NA      0.762       0.762      49.534      49.534      0.1728     .1138e-10       0.499     17.933     17.180     18.161     .3606e+08      .4430e+08       0.172     NA    NA    NA    NA    NA    
0.05210     0.05223     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.239     8.3100e+09       1.10       1.13       3.148       3.073       1.813       1.782     NA      1.648     NA     59.765      0.6429     .7360e-11       1.050     16.218     17.228     16.903     NA    NA    NA    20.621    18.367    17.684    17.356    17.496    
0.05210     0.05189     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.063     3.4800e+09       1.92       1.94       2.451       2.708     NA    NA      1.704       2.208      45.031      43.215      0.0288     .2830e-12       0.936     16.804     16.243     16.332     .6075e+09      .5862e+09      NA    20.294    18.629    17.808    17.557    17.979    
0.05210     0.05218     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.000     8.1700e+10       6.64       5.57      10.657      14.018     NA    NA    NA    NA    NA    NA     0.1070     .3091e-12       1.300     13.821     13.559     14.401     NA    NA     0.642     17.323    16.082    15.325    14.938    14.502    
0.05210     0.05218     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.017     1.2700e+10       6.04     NA      7.497     NA    NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.235     15.755     15.623     16.248     NA    NA    -0.740     19.133    17.598    16.91    16.535    16.336    
0.05210     0.05188     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.543     6.2400e+10       3.66       3.25       4.442       4.471     NA    NA    NA    NA    NA    NA     0.0504     .0713e-13       1.231     14.512     14.528     14.294     NA    NA    NA    17.951    16.348    15.597    15.225    15.039    
0.05210     0.05297     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.608     2.3300e+10     NA      1.74     NA      9.954     NA      4.359       1.120       1.445      52.079      51.251      2.7756     .1913e-10       0.720     14.644     14.300     14.250     .5034e+09      .0315e+10       0.608     16.986    15.822    15.413    15.15    15.203    
0.05210     0.05191     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     1.050     4.0400e+10     NA    NA    NA    NA    NA    NA      0.899       0.899       0.331       0.331      5.6007     .3863e-10       0.889     13.776     13.376     13.757     .1839e+09      .6464e+10       0.307     16.512    15.53    15.046    14.72    14.847    
0.05210     0.05217     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     0.944     8.4100e+09       3.16       1.70       3.055       2.436     NA    NA      0.832       1.822      47.564      47.659      0.1190     .4144e-11       1.082     16.397     15.656     15.512     .2373e+09      .8862e+09       1.799     18.587    17.408    16.81    16.483    16.291    
0.05210     0.05162     0.760      75.1     2.1347e+11       8     5.2443e+13      0.823     1.677     5.7500e+09       1.22       0.91       5.120       5.933       2.793       3.632       2.137       2.358      68.993      68.993      4.1367     .1942e-10       0.615     16.770     15.311     NA    .4512e+09      .8905e+09      NA    17.768    16.856    16.499    16.227    16.08    
0.05255     0.05172     0.412     115.0     6.9980e+10       5     8.3386e+12      0.272     0.000     1.8200e+10       3.19       2.28      16.122      14.539     NA      4.438       3.208       3.705      36.518      33.528      1.1616     .3826e-11       0.931     NA    NA    NA    .5999e+09      .1997e+09       0.378     17.423    16.226    15.738    15.537    15.684    
0.05255     0.05282     0.412     115.0     6.9980e+10       5     8.3386e+12      0.272     1.116     6.3700e+09       5.63       5.71       3.390       3.006     NA    NA      1.029       0.777      65.616      65.616      0.4928     .7360e-11       1.113     16.748     16.466     16.945     .8278e+09      .7879e+09      NA    19.717    18.201    17.598    17.272    17.127    
0.05255     0.05218     0.412     115.0     6.9980e+10       5     8.3386e+12      0.272     1.338     8.1800e+09       4.66       7.93       3.683       6.940     NA    NA      1.870       1.992      48.919      48.919      1.5576     .9041e-10       0.651     15.395     15.019     15.289     .8378e+09      .8888e+09       0.501     17.618    16.43    16.122    15.902    15.792    
0.05255     0.05299     0.412     115.0     6.9980e+10       5     8.3386e+12      0.272     1.138     1.2000e+10       3.14       3.41       1.922       2.038     NA    NA      1.297       1.452      27.292      22.451      0.0001     .0000e-14       1.307     15.612     15.722     15.590     .4630e+10      .3221e+09      NA    18.898    17.349    16.634    16.281    16.115    
