groupz    galz    R200    Sigma    Lgroup    Nmemb    Mgroup    DeltaLSS    dR200    MassBest    nI    nB    gReI    gReB    diskhI-tot    diskhB-tot    bulgeRe-I    bulgeRe-B    diskInc-I    diskInc-B    SFRBest    sSFRBest    B-I    Jmag    Hmag    Kmag    BulgeMass    DiskMass    FUV-NUV    umag    gmag    rmag    imag    zmag    
0.05615     0.05637     0.495     145.1     9.6082e+10      10     1.4543e+13      0.626     0.503     6.5900e+09       2.84       2.23       1.953       2.485     NA    NA      1.040       1.477      62.836      62.836      0.0001     .0000e-14       1.357     16.343     16.082     15.974     .2884e+09      .2008e+09      NA    NA    NA    NA    NA    NA    
0.05615     0.05570     0.495     145.1     9.6082e+10      10     1.4543e+13      0.626     0.864     4.1400e+09       1.66       1.92       3.527       2.881       1.747     NA      2.110       2.110      75.728      75.728      1.2045     .9094e-10       0.434     16.112     16.142     16.211     .0000e+07      .6185e+09      -0.012     NA    NA    NA    NA    NA    
0.05615     0.05558     0.495     145.1     9.6082e+10      10     1.4543e+13      0.626     1.228     5.9100e+09       1.45       1.12       3.666       4.054     NA    NA      2.875       3.621      66.672      66.672      0.8728     .4768e-10       0.837     15.805     15.445     16.135     .9724e+09      .8637e+09       0.011     NA    NA    NA    NA    NA    
0.05458     0.05142     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.616     8.7498e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05458     0.05169     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.443     2.3400e+10       3.67     NA      3.895     NA    NA    NA      2.922     NA     38.897     NA     1.8398     .8624e-11      NA    14.799     14.644     15.045     NA    NA     0.447     17.345    16.23    15.686    15.361    15.227    
0.05458     0.05488     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.051     2.6700e+10       8.72       5.13       7.042       3.725     NA    NA      0.588       0.753      31.373      29.920      0.0001     .0000e-14       1.325     14.958     14.744     15.527     .2480e+10      .5552e+10       3.223     18.181    16.717    16.082    15.66    15.376    
0.05458     0.05664     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.989     9.3800e+08       1.51       1.10       5.169       5.293     NA    NA      3.928       4.242      53.335      53.335      1.6776     .7885e-09       0.713     NA    NA    NA    .5677e+09      .3691e+08       0.587     18.798    NA    18.195    17.83    17.907    
0.05458     0.05283     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.953     8.6900e+09       6.51       3.50       4.557       2.899     NA    NA      1.385       1.385      57.180      57.180      0.1453     .6722e-11       1.275     16.042     15.438     15.967     .1194e+10      .5193e+09       0.316     18.975    17.592    16.952    16.637    16.369    
0.05458     0.05167     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.013     2.8000e+10       2.41       1.16       7.176       5.930     NA    NA      3.702       1.195      48.378      48.587      1.3736     .9058e-11       1.154     14.450     14.131     14.545     .8987e+10      .6988e+10       0.480     17.252    16.132    15.558    15.215    15.088    
0.05458     0.05701     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.906     1.1600e+09       1.57       1.32       5.115       5.625       2.571       3.091       2.543       2.262      80.206      80.590      1.7538     .5119e-09       0.547     17.251     16.371     16.144     .9473e+08      .0715e+08       0.418     18.691    18.034    17.84    17.594    17.45    
0.05458     0.05315     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.914     2.2200e+09       1.23       1.18       1.852       1.625       1.044       0.937     NA    NA    NA    NA     0.1428     .4340e-11       0.993     18.026     16.374     16.317     NA    NA     0.341     20.003    18.464    17.991    17.758    17.761    
0.05458     0.05466     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.784     1.2700e+10       1.40       1.10       5.847       5.637       3.030       3.238       0.986     -98.000      25.691     -98.000     15.9750     .2579e-09       1.049     15.475     15.515     15.797     NA    NA     0.979     17.823    16.773    16.178    15.857    15.673    
0.05458     0.05304     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.202     7.1450e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05458     0.05297     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.847     2.6500e+09       1.09       0.68       4.201       4.192       2.417       2.791       2.390     NA     55.884     NA     0.1489     .6173e-11       0.784     16.724     NA    18.009     NA    NA     0.234     19.021    17.955    17.555    17.336    17.435    
0.05458     0.05292     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.641     3.5100e+10       5.23       3.52       3.573       2.917     NA    NA      0.899       0.939      67.538      70.522      0.0051     .4638e-13       1.322     15.084     14.619     15.103     .3255e+10      .7405e+10       2.243     18.234    16.627    15.926    15.593    15.355    
0.05458     0.05247     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.578     1.3200e+09       1.09       0.73       2.693       2.638       1.575       1.684       0.015     NA     53.647     NA     0.6282     .7589e-10       0.600     18.888     16.662     18.392     NA    NA     0.350     18.858    18.229    17.97    17.76    17.834    
0.05458     0.05661     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.565     3.7100e+10       3.88       2.79       6.847       5.805     NA    NA    NA      2.549     NA      6.995      0.0662     .7841e-12       1.217     15.172     14.081     14.906     NA    NA     1.456     17.706    16.549    15.834    15.518    15.318    
0.05458     0.05650     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.125     2.9700e+10       2.89       2.59       4.628       5.343     NA    NA    NA      4.561     NA     80.469      0.1349     .5407e-12       1.303     15.014     14.587     14.912     NA    NA     0.726     18.131    16.769    16.088    15.704    15.508    
0.05458     0.05640     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.037     5.0900e+09       6.07       4.03       3.604       2.555     NA    NA    NA      0.804     NA     61.641      0.0001     .0000e-14       1.124     16.828     16.057     16.039     NA    NA     0.865     19.458    18.096    17.501    17.213    16.939    
0.05458     0.05607     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.000     4.7300e+10       1.50       0.83       5.712       5.330       2.918       3.323       2.998       4.752      55.859      54.890      5.6346     .1913e-10       1.120     14.225     13.992     14.225     NA    .9975e+10       0.795     16.925    15.782    15.226    14.867    14.707    
0.05458     0.05641     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.793     3.4600e+10       8.95       4.64      11.429       5.867     NA    NA      1.651       1.775       0.076       0.570      0.2866     .2830e-12       1.313     14.664     14.402     14.838     .0698e+10      .4248e+10       1.071     17.833    16.561    15.854    15.502    15.284    
0.05458     0.05652     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.132     2.1300e+10       2.62       1.87       7.023       6.512     NA    NA      2.227       3.846      68.720      68.720      1.7999     .4501e-11       1.052     15.302     14.523     14.768     .1161e+09      .2568e+10       0.768     17.538    16.562    16.038    15.692    15.547    
0.05458     0.05422     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.593     1.1900e+10       1.54       0.85       4.621       4.099       2.245       2.575       0.568     -98.000      36.104     -98.000      1.5781     .3261e-10       1.104     15.529     16.590     15.995     NA    NA     0.969     18.187    17.036    16.461    16.145    15.956    
0.05458     0.05436     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.291     1.1300e+10       1.68       1.22       8.657       9.313       4.011       5.087       5.256       5.457      59.220      56.423      0.3782     .3471e-11       0.650     NA    NA    NA    .2007e+09      .3845e+09       0.260     NA    17.736    16.761    16.578    NA    
0.05458     0.05530     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.286     3.3400e+09       1.56       1.33       3.308       3.638     NA    NA    NA    NA    NA    NA     1.2545     .7559e-10       0.686     16.617     NA    18.118     NA    NA     0.284     18.358    17.38    17.081    16.829    16.765    
0.05458     0.05423     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.555     2.8800e+10       5.01       3.86       2.657       2.391     NA    NA      0.796       0.796      25.445      25.445      0.0057     .9759e-13       1.371     15.127     15.099     15.349     .1656e+10      .3443e+10       0.674     18.456    16.848    16.157    15.821    15.554    
0.05458     0.05599     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.037     1.2100e+09       1.42       0.82       5.701       5.733       2.958       3.594       0.757       1.281      75.919      76.823      0.5538     .5765e-10       0.878     18.218     17.532     NA    .0178e+09      .1505e+09       0.847     19.2    18.544    18.154    17.935    17.9    
0.05458     0.05574     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.361     1.2800e+09       0.92       0.63       2.318       2.508       1.415       1.623       1.275     -98.000      52.661     -98.000      1.8844     .4722e-09       0.642     17.002     16.977     18.742     NA    NA     0.426     18.561    17.808    17.569    17.316    17.224    
0.05458     0.05675     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     1.021     1.5700e+10       6.14       3.45       4.213       4.284     NA    NA      1.567       2.274      79.200      79.200      0.1878     .1965e-11       1.488     15.724     15.456     15.413     .6032e+10      .5753e+09       1.138     18.895    17.555    16.816    16.387    16.101    
0.05458     0.05409     1.017     524.5     4.2184e+11      27     1.2610e+14      1.224     0.790     4.6100e+09       0.98       0.68       2.763       2.515       1.667       1.678     NA      0.311     NA     37.107      0.0939     .0370e-11       0.984     17.128     16.021     NA    NA    NA     0.054     19.436    18.166    17.698    17.414    17.296    
0.05702     0.05570     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     3.668     5.0100e+09       1.11       0.86       4.973       5.039     NA    NA    NA      2.131     NA     57.775      1.2724     .5397e-10       0.847     16.449     16.313     17.217     NA    NA     0.397     NA    NA    NA    NA    NA    
0.05702     0.05570     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     3.916     3.5900e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA     0.4693     .3072e-10       0.670     17.013     16.945     17.179     NA    NA    -1.358     NA    NA    NA    NA    NA    
0.05702     0.05669     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     2.576     8.6400e+08       0.75     NA      5.351     NA      3.566       4.040       1.531       2.427      55.458      57.979      4.0909     .7349e-09       0.832     NA    NA    16.767     NA    .4526e+08       0.678     NA    NA    NA    NA    NA    
0.05702     0.05666     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     2.139     3.6400e+09       1.79       1.28       5.312       5.531     NA    NA      3.763       3.763      39.556      39.556      1.2558     .4500e-10       0.619     15.656     15.596     NA    .8100e+09      .5446e+08       0.343     NA    NA    NA    NA    NA    
0.05702     0.05753     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     1.206     2.2500e+09       1.21       0.83       5.903       6.532       3.291       4.081       1.666       1.659      73.786      74.269      5.6075     .4922e-09       0.947     15.922     16.086     16.083     NA    .1864e+09       0.858     NA    NA    NA    NA    NA    
0.05702     0.05783     0.367     253.8     5.7449e+10       5     5.9300e+12      0.860     0.000     1.3500e+10       0.86       0.63       5.072       4.968       3.202       3.370       4.133     -98.000      42.501     -98.000      3.2771     .4275e-10       1.003     15.368     15.240     16.310     NA    NA     0.573     NA    NA    NA    NA    NA    
0.05620     0.05592     0.270     190.1     3.1959e+10       5     2.3500e+12      0.543     1.185     1.9000e+09       1.80       1.74       1.805       1.431     NA    NA      0.803       0.803      42.968      42.968      0.0932     .9058e-11       0.811     17.525     17.391     17.143     .4328e+08      .5803e+09       0.512     19.44    18.526    18.067    17.891    17.826    
0.05620     0.05703     0.270     190.1     3.1959e+10       5     2.3500e+12      0.543     0.774     2.1400e+09       1.46       0.99       4.938       5.118       2.476       3.087     NA      3.871     NA     48.817      2.3583     .1020e-09       0.957     16.961     NA    16.141     NA    NA     0.353     18.506    17.914    17.659    17.39    17.012    
0.05620     0.05673     0.270     190.1     3.1959e+10       5     2.3500e+12      0.543     0.278     1.3100e+10       5.17       2.94       5.906       3.022     NA    NA      1.492       0.957      57.341      57.341      0.0047     .5683e-13       1.296     17.798     17.515     17.312     .5038e+09      .6266e+09       0.244     19.929    18.534    17.849    17.487    17.347    
0.05620     0.05616     0.270     190.1     3.1959e+10       5     2.3500e+12      0.543     0.000     4.2400e+10       7.09       6.39       4.070       4.495     NA    NA      0.649       0.625      52.266      48.523      0.0005     .1621e-14       1.382     15.133     14.841     15.073     .6229e+10      .2856e+10       1.272     18.462    16.88    16.118    15.758    15.442    
0.05620     0.05559     0.270     190.1     3.1959e+10       5     2.3500e+12      0.543     1.208     1.7100e+10       7.05       4.44       2.914       1.819     NA    NA    NA    NA    NA    NA     0.0064     .7486e-13       1.458     16.298     16.278     16.358     NA    NA     1.423     19.751    17.887    17.175    16.838    16.6    
0.05846     0.05746     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.844     8.5600e+09       1.01       0.82       2.905       2.816       1.719       1.759     NA      1.019     NA     69.695      0.3618     .2268e-11       1.034     16.738     16.490     17.824     NA    NA    NA    NA    NA    NA    NA    NA    
0.05846     0.05660     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.587     8.3900e+10       6.73       5.57       9.223       9.070     NA    NA      0.880       1.217      56.731      56.731      0.7338     .7465e-12       1.361     14.792     14.494     15.023     .5201e+10      .7956e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05581     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.481     1.6400e+10       3.79       4.10       2.757       3.650     NA    NA      1.062       1.695      69.775      69.090      0.0232     .4127e-12       1.322     15.528     15.412     15.884     .9746e+09      .3054e+09      -0.212     NA    NA    NA    NA    NA    
0.05846     0.05844     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.716     1.6100e+10       2.82       2.09       2.640       2.329     NA    NA      0.564       1.580       2.357       2.357      0.0001     .0000e-14       1.194     17.121     16.568     17.498     .4043e+08      .0023e+09      NA    NA    NA    NA    NA    NA    
0.05846     0.06054     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.246     1.6500e+10       3.04       2.64       2.039       2.031     NA    NA      1.924       1.924      50.086      50.086      0.0001     .0000e-14       1.288     15.495     15.394     15.356     .7570e+10      .0004e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05792     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.351     7.0000e+09       5.69       6.30       1.569       1.724     NA    NA      0.667       0.534      30.117      30.117      0.0001     .0000e-14       1.220     16.482     16.073     16.983     .5496e+09      .7784e+09      -1.119     NA    NA    NA    NA    NA    
0.05846     0.05864     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.075     5.8700e+10       4.51       2.83       6.626       5.191     NA    NA      1.435       0.418      62.659      62.659      0.6755     .1508e-11       1.429     15.282     14.995     15.288     .6426e+10      .3966e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05966     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.228     1.1900e+10       3.51       3.32       4.278       4.082     NA    NA      1.909       1.559      69.564      69.195      0.0129     .0819e-12       1.214     16.047     16.117     16.445     .9710e+09      .8169e+09      NA    NA    NA    NA    NA    NA    
0.05846     0.05883     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.155     3.7500e+10       4.70       2.44      11.567       7.443     NA    NA      4.583       2.819      56.496      56.496      0.5304     .4144e-11       1.093     14.650     14.489     14.560     .4129e+10      .3767e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05687     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.136     1.2400e+10       3.50       3.58       1.632       1.601     NA    NA      0.586       0.498      38.792      38.792      0.0001     .0000e-14       1.296     16.075     15.461     15.973     .9491e+09      .7617e+09      -0.709     NA    NA    NA    NA    NA    
0.05846     0.05864     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.534     1.8900e+10       5.69       4.42       3.702       2.891     NA    NA      1.330       1.342      29.841      29.841      0.0001     .0000e-14       1.276     15.502     15.341     15.323     .7271e+10      .1467e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05860     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.000     2.6300e+11       5.79       6.30      23.849      30.978     NA    NA    NA    NA    NA    NA     0.0001     .0000e-14       1.341     13.101     12.763     13.021     NA    NA    -0.197     NA    NA    NA    NA    NA    
0.05846     0.05860     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.030     1.7200e+11       5.77       6.38       8.674      12.862     NA    NA    NA    NA    NA    NA     0.0619     .6006e-13       1.349     13.378     13.124     13.336     NA    NA     0.482     NA    NA    NA    NA    NA    
0.05846     0.05839     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.588     3.6700e+10       2.01       1.64       2.752       2.962     NA    NA      1.290       1.527      77.799      75.940      0.1045     .8460e-12       1.417     14.888     14.631     14.780     .3474e+10      .3552e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.05839     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.222     1.2600e+10       3.07       3.20       1.396       1.508     NA    NA      0.891       0.833      65.001      62.118      0.0001     .0000e-14       1.315     15.815     15.546     15.621     .7071e+10      .5203e+09      NA    NA    NA    NA    NA    NA    
0.05846     0.05949     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.635     5.2100e+10       2.31       1.69       5.108       4.629     NA    NA      3.324       2.524      48.333      47.801      2.3791     .5663e-11       1.402     15.505     15.049     15.479     .1844e+10      .5216e+10      NA    NA    NA    NA    NA    NA    
0.05846     0.06100     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.540     4.0000e+10       8.95       8.04       5.848       5.693     NA    NA      2.184       0.867       6.185       6.185      0.0384     .5955e-13       1.353     15.766     15.736     15.604     .1702e+10      .5026e+09      NA    NA    NA    NA    NA    NA    
0.05846     0.05779     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     0.585     6.3700e+09       1.13       0.87       3.897       3.807       2.377       2.530       2.915       3.323      31.578      31.578      1.0626     .6681e-10       0.822     16.004     15.815     15.633     .4200e+08      .9303e+09      NA    NA    NA    NA    NA    NA    
0.05846     0.05763     1.042     370.3     4.5020e+11      18     1.3606e+14      1.639     1.140     2.8000e+10       4.70       4.43       2.707       2.383     NA    NA      1.056       1.056      41.494      41.494      0.3621     .2931e-11       1.199     15.138     15.056     15.126     .7067e+10      .4063e+09      NA    NA    NA    NA    NA    NA    
0.05646     0.05672     0.338     112.8     4.9510e+10       5     4.6214e+12      0.199     1.495     1.6100e+09       1.32       0.94       3.645       3.821       2.007       2.293       0.822     NA     80.215     NA     0.0430     .6695e-11       0.898     17.569     NA    17.542     NA    NA    -0.351     NA    NA    NA    NA    NA    
0.05646     0.05602     0.338     112.8     4.9510e+10       5     4.6214e+12      0.199     0.985     3.0700e+09       0.97       0.91       2.919       3.049       1.759       1.855     -98.000       1.333     -98.000      43.005      3.4271     .1163e-09       0.627     16.302     15.589     16.254     NA    NA     0.411     NA    NA    NA    NA    NA    
0.05646     0.05643     0.338     112.8     4.9510e+10       5     4.6214e+12      0.199     0.000     5.8800e+09       2.34       1.74       6.770       6.791     NA    NA      3.763       2.671      57.141      57.141      3.1814     .4106e-10       0.881     NA    NA    NA    .2183e+09      .6626e+09       0.391     NA    NA    NA    NA    NA    
0.05646     0.05687     0.338     112.8     4.9510e+10       5     4.6214e+12      0.199     0.758     1.2000e+09       0.81       0.42       2.067       1.950       1.296       1.268     NA      1.121     NA     73.653      0.0589     .9058e-11       0.760     18.228     17.652     NA    NA    NA     0.176     NA    NA    NA    NA    NA    
0.05646     0.05624     0.338     112.8     4.9510e+10       5     4.6214e+12      0.199     1.944     8.5500e+08       1.29       0.91       4.476       5.019       2.576       3.050       1.817       4.221      62.405      62.061      0.7005     .1926e-10       0.597     NA    NA    NA    .3440e+08      .6434e+08       0.318     NA    NA    NA    NA    NA    
0.05645     0.05652     0.232      37.9     2.3041e+10       5     1.5000e+12     -0.056     0.842     2.9700e+08       1.78       2.30       1.208       1.069     NA    NA      0.771       0.589      48.412      48.412      0.9297     .1304e-09       0.527     18.243     18.211     19.085     .9665e+08      .0829e+08      NA    NA    NA    NA    NA    NA    
0.05645     0.05621     0.232      37.9     2.3041e+10       5     1.5000e+12     -0.056     1.943     4.1400e+09       0.92       0.80       2.414       2.648       1.481       1.672       0.810       1.113      62.736      62.138      0.3203     .7360e-11       0.950     18.112     17.247     17.354     NA    .0491e+09      NA    NA    NA    NA    NA    NA    
0.05645     0.05644     0.232      37.9     2.3041e+10       5     1.5000e+12     -0.056     0.000     6.1700e+09       1.43       1.19       4.689       5.090       2.352       2.912       2.563     NA     48.562     NA     1.3474     .1839e-10       0.672     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05645     0.05701     0.232      37.9     2.3041e+10       5     1.5000e+12     -0.056     1.059     4.2100e+08       0.87       0.85       1.458       1.333       0.907       0.812     NA    NA    NA    NA     3.1418     .4627e-09       0.608     18.474     17.074     16.975     NA    NA    NA    NA    NA    NA    NA    NA    
0.05645     0.05648     0.232      37.9     2.3041e+10       5     1.5000e+12     -0.056     1.466     3.0400e+08       0.62       0.41       2.308       2.289     NA    NA    NA    NA    NA    NA     2.3645     .7780e-09       0.734     NA    NA    17.498     NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05484     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.557     5.8076e+09     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05543     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.451     1.4028e+11     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05565     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.395     3.8500e+10       3.86       3.72       3.459       3.642     NA    NA      2.450       2.450      72.111      72.111      0.0001     .0000e-14       1.583     15.019     14.817     14.840     .9057e+10      .6533e+10      NA    18.731    16.716    15.961    15.582    15.31    
0.05542     0.05587     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.260     1.4400e+09       1.12       0.76       3.490       3.289     NA    NA      0.697       0.361      40.376      42.499      0.6853     .7589e-10       0.753     17.208     16.780     NA    NA    .1916e+09      -0.045     19.449    18.501    18.226    18.091    17.715    
0.05542     0.05628     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.173     6.6300e+10       1.51       0.82       8.680       9.255       4.320       5.900       5.012     NA     57.900     NA    21.1954     .1969e-10       1.091     13.824     13.489     13.733     NA    NA     0.724     16.333    15.218    14.684    14.326    14.205    
0.05542     0.05573     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.105     4.5600e+08       1.44       1.24       4.642       4.777       2.344       2.605       1.043     -98.000      45.774     -98.000      3.5468     .7780e-09       0.880     NA    NA    NA    NA    NA    NA    18.88    18.968    18.738    18.341    18.505    
0.05542     0.05388     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.145     6.0900e+10       2.55       2.07       3.629       3.653     NA    NA      2.576       2.413      66.476      66.476      0.0860     .4127e-12       1.525     14.325     14.038     14.344     .9444e+10      .2754e+10      NA    17.813    16.105    15.364    14.994    14.717    
0.05542     0.05568     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.070     3.0800e+10       1.91       1.14       5.845       5.637       2.583       3.223       1.162       0.325      53.559      54.152      2.4216     .8624e-11       1.066     14.648     14.734     14.709     .9699e+10      .4420e+10       0.858     17.36    16.125    15.584    15.236    15.131    
0.05542     0.05576     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.041     2.5700e+10       1.65       1.74       3.197       3.686     NA    NA      1.669       1.734      66.923      68.921      0.5082     .9773e-11       1.461     15.072     14.907     15.079     .3989e+10      .0407e+10      NA    18.644    17.026    16.308    15.876    15.634    
0.05542     0.05249     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.049     3.9700e+10       3.87       3.50       3.821       3.871     NA    NA      2.034       1.430      64.463      64.090      0.0430     .0819e-12       1.503     14.787     14.618     14.839     .6289e+10      .9686e+10      NA    18.621    16.591    15.849    15.47    15.185    
0.05542     0.05559     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.930     5.7500e+09       3.87       2.82       3.009       2.447     NA    NA      0.642       0.642      22.028      22.028      0.0563     .7897e-12       1.325     16.876     16.601     16.110     .2406e+09      .0583e+09      NA    19.608    18.23    17.605    17.285    16.998    
0.05542     0.05401     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.212     4.6500e+08       0.86       0.85       3.542       3.946       2.209       2.466       1.693     NA     74.207     NA     0.2128     .5765e-10       0.512     18.181     NA    NA    NA    NA    NA    19.469    18.871    18.759    18.58    18.367    
0.05542     0.05461     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.102     1.3800e+11       3.79     NA     26.061     NA    NA    NA     11.162      15.338      79.412      79.813     12.9220     .3638e-11       1.608     13.180     12.855     12.991     .1463e+11      .0073e+11      NA    16.784    15.595    14.778    14.272    13.917    
0.05542     0.05713     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.838     7.9500e+10       3.13       2.00       6.124       7.154     NA    NA      3.846       3.846      52.284      52.284      6.1501     .7360e-11       1.501     14.584     14.320     14.727     .2353e+10      .7588e+09      NA    17.729    16.63    15.898    15.459    15.241    
0.05542     0.05390     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.019     3.9900e+09       1.77       1.67       6.048       5.380       2.520       2.667       1.778       4.443      36.849      37.590      0.0933     .3384e-11       0.899     16.435     16.864     NA    .3508e+08      .2763e+09      NA    18.533    17.844    17.36    17.188    16.832    
0.05542     0.05704     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.569     5.0300e+10       4.59       4.37       2.953       3.040     NA    NA      0.839       0.881      60.720      61.281      0.0001     .0000e-14       1.468     15.098     14.683     15.061     .0983e+10      .7072e+10      NA    18.182    16.662    15.945    15.571    15.331    
0.05542     0.05360     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.553     1.3500e+10       2.57       2.18       3.492       3.641     NA    NA      2.487       3.068      83.134      83.835      0.0002     .3710e-14       1.290     15.663     15.200     15.371     .3732e+10      .9901e+09      NA    18.493    17.185    16.514    16.184    15.921    
0.05542     0.05670     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.077     2.7500e+09       1.04       0.85       3.408       3.476       2.008       2.166     -98.000       4.190     -98.000      64.187      0.1030     .7446e-11       0.983     17.228     16.382     NA    NA    NA     0.009     19.409    18.319    17.88    17.624    17.559    
0.05542     0.05504     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.462     9.4400e+09       1.26       0.88       4.252       4.161       2.307       2.559       4.181       1.855      57.683      56.700      0.5339     .6559e-11       1.197     16.113     15.613     16.292     NA    .6232e+09       1.048     18.253    17.557    16.964    16.643    16.435    
0.05542     0.05422     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.916     1.8900e+09       0.84     NA      5.693     NA      3.588     NA      1.998     NA     80.621     NA     0.7676     .0614e-10       0.997     17.352     NA    16.760     NA    NA    NA    20.024    18.585    18.219    17.871    17.751    
0.05542     0.05430     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     1.341     1.7906e+10     NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    NA    
0.05542     0.05426     1.299     368.7     8.1612e+11      41     2.6271e+14      1.291     0.243     4.2900e+10       4.81       5.14       8.762      14.686     NA    NA      2.626       2.986      33.598      35.034      1.1866     .7660e-11       1.323     14.295     14.076     14.133     .1721e+10      .5653e+10      NA    17.302    16.021    15.362    15.007    14.818    
